Username,Comment,vader_sentiment
@22niloc,Thanks for this course. I found it really helpful and easy to follow along to. You get straight to the point with not a superfluous word within hearing...,1
@masoodahmad8897,It was an amazing and detailed video on Git and Github. I will highly encourage all the beginner to do watch this video if you want to learn git. Thank you so much Gwendolyn Faraday!,1
@maurobompadre7772,most clear git tutorial ever. kudos,1
@johnmahugu,Fantastic! Bigup from Kenya :) Thanks Gwen.,1
@haoyuyang3720,The best git n github tutorial online!,1
@JamesJianDev,"This was a very insightful course into the fundamentals of GitHub for a newbie like me, so thank you! The bit that helped me a great deal was the brief workflow review clip at 30:26 that concisely went over the difference between Git flow and Git Hub flow. Once I understood that, the way Git works became less mystic and more understandable!",1
@MsEdnira,Thank you for this carefully made and clear tutorial. Git is still a mystery to me  but things start to get more clear,1
@julian1971,Thanks,1
@user-vy3ed4gu5l,"Very good tutorial with just the right amount of detail. I enjoyed it, thanks for making it!",1
@hades306,Great introduction to GIT and GIThub! Thank you,1
@alisonoz7219,what a great tutorial!! I followed till the very end of it and I highly recommend it!,1
@kanhaglobal,Excellent Intro to Git and GitHub!  Thank You.,1
@ahmedshakkhor8329,"Your video was great. Learned a lot , thanks!
Although I have 3 points to address:
1. You didnt mention to switch to gitbash from powershell
2. SSH key part was not clarified for windows users
3. After fixing merge conflict, I didnt know what to expect on my repo.",1
@vihangaherath2772,"The best GitHub tutorial for me, short and accurate ",1
@vasileioskaragiannakis3792,Hi Gwen from Greece. Thank you so much for this educating course,1
@gabrielade775,"Great video,  very smooth obce you get past the ssh keys. Great work Gwen",1
@aaliyafathima2999,This was a really informaive video. I got to learn git and github really easily. I was worrie it would be complex but this videos was just really easy to digest. Thank you <3,1
@AlfonsoMonserrat-s4z,Thank you for this. You applied the knowledge to the day to day of a developer. ,1
@olekingkinga9151,Good work and support GwenFaraday. Much love.,1
@sjoseph6533,I appreciated the headings in the video to break it up :),1
@Sunils_Creations,"the explanation was clean and simple, Awesome video for beginners.",1
@dasanv7016,Clear and precise! Wonderful presentation.,1
@saurabhdp,"Just FYI,
25:36 
Due to the recent replacing of 'master' with 'main' in GitHub, 'git push origin master' may not work. 
Use 'git push origin main' instead.",1
@BOMGlobalStrategy,"Thank you Gwen, I'm completely new to programming but I'm resolved to give it a go",1
@p21072,Thank you so much for making this tutorial available for free got to learn a lot from it,1
@cliffordbenoit5500,"Gwen you are amazing, thank you very much for this great tutorial, you explained this masterfully. You got yourself a new subscriber",1
@AdityaRaj-lj5wf,A very good to cover all the basics. Thanks a lot Gwen,1
@study-me1oe,Thank you so much ma'am for a video on Github. Your way of explanation is as good as you,1
@himanshujangidd,"Thanks a lot to you for bringing out this to us so simply and descriptively. I was facing a lot of problems in using the git and github ,after going through this video, now i have a complete idea of how to use all these features. It  was truly an amazing  explanation , Once again thanks a lot gwen ",1
@usheeg,The best video I've watched on Git,1
@atinjanki2651,"Great tutorial! You explained things in the simplest way possible. Enjoyed learning and understood everything you conveyed!
While following the video I noticed that doing 'git init' in the local repo creates a git repo with intial branch name - 'master'. This causes issue while pushing to the 'demo-repo2' as it has 'main' as the name of the branch.",1
@kiwibazza99,Thanks for creating and posting this video. Alot to take in but a great start into the world of Git...,1
@ob7633,Best explanation for basics in git and github,1
@3bmbm3,You are my hero ! Thanks for the crash course which helps a lot for newbies like me,1
@gillesherpoel1454,A kind thankyou! The Guide was extremely straight forward. I've learned a thing or two.,1
@hussainal-ahmdi1484,"Great video, thanks for instructor and the academic for this greatest crash course for git and github",1
@thetraveller9823,Worth contents forever for all git learners  thanks for the informative content,1
@yvanngneunmeu8763,"Great introduction to Git and Github, well explained! Thanks Gwendolyn!",1
@ahmedhassen8901,Windows users who are having an error when trying to add your sshkey ... You must create the .ssh folder and move your ssh files to the .ssh folder you created manually,1
@jan5310,A very good introduction into GIT. Thanks!,1
@haoliangwei1041,What an amazing explanation! First time to feel so clear about git,1
@davidsimek1197,"Thank you, I have interview in few days and this really helped me.",1
@tsheposerumula6283,Absolutely loved it. Thank you so much. I'll be definitely following you on your channel for more information.,1
@tusharbhatia1299,Thank you so so so much for uploading this video. You have no idea what a big help this is. It is very well explained. Kudos to you and the team. God bless.,1
@prashantdubey8248,That was crisp and clear....thank you so much for this video...really helped me a lot.,1
@Sasha-xg6xy,I think this will end up waaay above one hour tutorial for the beginners such as me :),1
@daydreamical,"This was an excellent video, can't thank you enough for sharing your knowledge in such a clear, concise and easy-to-follow way. I got a way clearer understanding of stuff I already work with and learned a lot of new stuff. Soo good, thanks again!",1
@varunr5,Well explained. Finally I have a video I can understand and refer back to.,1
@alfredoderodt6519,Thanks so much for this @FaradayAcademy. I put a lot of time in getting everything you explained and now I'm ready to contribute and manage my projects in a clean way!,1
@AkshayKumar-pk1jr,"thank you very much for this video madam. , I will follow all you channels. 

P.S. You have a beautiful voice",1
@mikolots,Gwen is an awesome teacher.,1
@ChetaMk,20:58 Please what CLI are you using to type the SSH key command and generate it? Thank you,1
@karthikshivegowda1704,I found this very useful trying to make sense of git coming from few years of other versioning system usage.,1
@archertal0762,As a beginner really appreciate it.,1
@tunichtgut5285,Great tutorial! I'd like to point out that the setup processes of the ssh-agent is Mac specific. On Linux distributions with systemd you'd use systemd/User to start ssh-agent upon login. Some distribution e.g. Ubuntu come with this service enabled by default while on others e.g. Arch Linux you have to set it up manually.,1
@AminAlSharif,"This tutorial is excellent and will look quite understandable if you have a decent knowledge of CLI commands. If it seems hard to you, better find another one or start learning CLI commands first.",1
@saurabhpratham311,Great session specially for beginners. Explains all the fundamental concepts to get started with GIT.,1
@wasimahmad9927,"Feedback: it was amazing tutorial
I have lots of doubt but all doubt are clearly so thanks a lots",1
@bjroche,"Excellent video and a great introduction covering all the essentials, thank you!",1
@cliffmathew,"This is the best git tutorial by far. Excellent job - thank you! Now going over to Twitter to subscribe. (Also people, read the comments below - some of them add useful info)",1
@junweizhang1034,"Maybe adding some theory in the end will be bettter for beginners, since understaning the theory behind those action will let them remember each step easier. Anyway, a good video. Thanks a lot for your work!",1
@NicoHeinrich,This in depth explanation was extremely effective and worthwhile. Thank you so much for sharing this!,1
@rbid,"Very nice intro to git.
It is hard for an old dog to learn new tricks, but I did learned a lot here.

Something that I think it is missing, or maybe it is more advanced topic is ""rebase"". It will be nice to have a video on this as well.

Greetings from the Galilee.",1
@qliveder5164,this channel is pure gold,1
@ErmiasShiferaw-n2y,"Great tutorial . The way you presented it made the concepts much understandable.
Thank you for sharing.",1
@pyth0477,So far this is the best beginneer friendly git and github tutorial I watched so far in my short journey of learning some programming. Thank you @freecodecamp and @gwen faraday!,1
@PunithKumarPulicharla,Examples helped me understand very quickly!!! Great work,1
@AndreaNing-x5z,"Thank you Gwen, you are an excellent teacher, very clear instructions ",1
@Peppa233pog,Loved the professional explanations and the well identified steps. Definitely gained a lot out of this video and I look forward for more.,1
@koribr764,Wonderful. So clear and to the point. Thank you,1
@edi.carlosIHS,Thank you for your video. You speak english in a good ritm to understand. Thanks for speaking about pull request in a real world. What is the good practice in merging. I was looking for a speak like that for years. Thanks.,1
@williameisner-f5t,You are really good at explaining how and why. Thank you.,1
@MMead-ti7bl,Thank you! Your classes were very helpful to this new git user.,1
@takyiwa-mensahgeorgina2429,The presentation is awesome. You made the concepts so easy to understand,1
@MichaelShingo,"This was so helpful, I finally understand basic git and it will help me work on my first team project",1
@MuhammadSodiqMirzayev-e2p,thanks for this comprehensive git and github tutorial,1
@Azeem_Idrisi,Thank you Gwen Mam for making this video. Your explanation was crystal clear and It helped me lot to learn git in a simple way.,1
@piwini,thank you do much! Gwen is an amazing teacher!,1
@DesiGameChaser27,Very good explanation. Cleared many of my doubts with regards to branching and forking,1
@liammasias7029,Thanks for the well informed tutorial! It will help me in my internship so I don’t FORK up ,1
@fahriz9163,"all the little important detail that might b useful
1:10 i feel reading caption without sound decrease the noise that is my mind
1:12 git as branded vcs object
1:38 trap our code changes",1
@deja00,Thank you. I worked my way through your tutorial. It was great.,1
@rebi6854,she explains very well. got me hyped,1
@SAMMYLEE47,A good crash course for fast learning..thank you,1
@hustler212,This really made git simple for me... Thank you very much.,1
@kelvin_thecarguy,Wow wow wow this helped me so much! I can't express how thankful I am .,1
@WWallen-ts4we,"Clear and concise explanation, loved it!",1
@TedMutwiri,You were very precise during explanation and i could easily understand.Thanks,1
@kingking8407,That is a master class tutorial. Thanks for it.,1
@zouhairmouaffaq5174,The content of the tape is beautiful from the moment your face appears in the beginning until it appears at the end,1
@cantorbernoulli4407,"if you are following along in order to list files and directories with additional details, including hidden files the equivalent command in Windows Powershell,is :
Get-ChildItem -Force",1
@zaavielgeraldkabir7430,Clear and precise tutorial. I really learnt a lot from it,1
@user-kn3yw8zl2f,This crash course was great! Thanks!!,1
@ruantos1,Thank you very much for the course. She teaches very well!,1
@mahdiesmaeili7331,"Thanks, this course is really great to get started with Git and Github :)",1
@whoviancoder,Just finished the video! Everything was very well explained and the examples were clear. Thank you\,1
@mdshahjajan7151,"@ 17:02 you could use ls -Force
command in terminal for windows system if la command 
 doesn't works for you",1
@shadyphobia5586,thanks for this effective tutorial! lots of love and respect Gwen! thank you for your incredible teaching style! you are the best!,1
@mandefrolegesse5748,Thank you so much. Your way of tutoring is very interesting and in understandable manner.,1
@christo4520,"THANKS SO MUCH FOR THIS.

This was extremely helpful and thorough. 
Cheers to using Git for managing the code chaos! :)",1
@nitinc6534,"Excellent learn,  really appreciated for easily understandable video on Git and GitHub topic.",1
@souravs6810,Just an amazing calm explanation. Thank you for the efforts,1
@collinskimutai1476,very informative git tutorial for beginners,1
@fatih-karahan,"You are really inspirational, thanks for this gwen.",1
@sergiocampana9553,"Great tutorial, had a lot of fun learning.",1
@microscaleoceanbiophsicsse8853,"Hi Gwen, very nice video and really useful. You're a great teacher!",1
@redaabakhti768,best tutorial on github by far,1
@davidruedeman9990,Great video gwen!  For me git is unintuitve but this course helped a lot.,1
@oydinabdurasulova,Thank you so much this amazing course. The knowledge I gained from it is going to so valuable. Keep up the good work,1
@misterrhombus,Best tutorial of git I've seen,1
@fiyinfoluwaenis4786,"Thank you very much for making this video. 

I love this video because it is very simple and explains important concept. I also loved how you reinforced the knowledge you had already explained by using them such as git add and git status",1
@CamaguNcoso,"I have been watching this video after installing Git on my Windows 10. There are few points I have to make

1. This video was created 3yrs ago, the GitHub was not yet advanced compared to how it is now. Yes I have Github account thanks to this video

2. Visual Studio Code is also advanced because there's an option that allows you to clone without going to the terminal. You simply copy the address of the repository you want to clone in Github and past it on the address box on VSCode.

Which makes the video to be outdated given the fact that VSC and Github have advanced since this video was shot. I struggled until I saw the differences between Github 2023 Sep 16 and the one used in the video(3yrs ago). Same applies for VSC, it is so advanced thanks to the developers of Microsoft

From there, I struggle to follow through bcos you're using a different operating system compared to Windows 10 That I'm using",1
@sonyu6,Amazing tutorial!! Thank you Gwen!,1
@josiahjrock,"loved it, was straight forward and explanatory.",1
@AI-su3ds,This is an amazing explanation and presentation. Thank you so much!!!!,1
@hiimanengineer9668,"Thank you for this video, This really helped me understand Git and Github",1
@ankitnaik757,Thank you so much for crisp clear explanation,1
@patrickmuchiri154,Great video tutorial. Clear and concise . I appreciate,1
@onurinan349,Great content! 80% of using git in real life,1
@ifeanyichimbo,"Thanks for the tutorial. Very concise and straight to the point.
ps: On windows OS, commands like 'git push origin master' dont work until I replace 'master' with 'main'",1
@saulovieira1846,amazing tutorial with really transparent and useful intel. thanks a lot for that,1
@mohamedmasri2282,Thanks a lot it was great to watch this crash course ,1
@sigangsabaglari3606,Excellent. Loved this tutorial. Thank you so much.,1
@emad_arnesto9175,thank you so much for this useful and simple explaining about git and github,1
@gamingwiththekaneki,Thanks Gwen. It was very informative and very useful to refresh my knowledge abot Git and Github.,1
@sachinthatte9672,Great tutorial quickly helping us get started on Git. Thanks for your excellent work.,1
@peterchyu,謝謝！,1
@bobbyfranklin9844,"A very well put together and delivered primer on GIT! I have tinkered with GIT on occasion over the years as an admin but never looked at an end to end walk through.
This video is the perfect content to get you from zero to proficiently using best practices in an hour. IMO there isn't an ounce of fluff in here. It's Goldielocks just right, not too light and definitely not too long.
Gwen does a great job of delivering the content, making it very easy to follow along and understand the logical flow.
Kudos, both thumbs up.",1
@dancodrut,very clear and easy to follow. thanks!,1
@gouravkarmakar9606,a great crash course for Git and Github,1
@olagokeholo1354,Thanks so much! I can use version control on cli very well now,1
@Infuriated_draken,"Hey, great tutorial loved the way you explained in an easy to follow approach. Quick question at 55:37 you merged with master while staying on quick-test(sub-branch), it didn't bring any changes to the master branch. So what I meant to ask is if I to bring changes into my master branch I should do the opposite right!? But what is the difference between these two and in what type of scenarios do we have to use them?",1
@ronh5613,"Nice video thank you for your hard work.
I have all my volumes turned up fully and I can bearly hear you it's probably something with YouTube.
However I plan to follow you from now on thank you again for your hard work great video",1
@blackvampiremovie,"such a great tutorial to help beginners understand, thanks so much for your time!",1
@WSW254,"This is enough to be a book , detailed _ excellent.",1
@nimabeig6773,"great video, simple and easy to follow!",1
@rosieshiels7500,Really great video. Explained Git and GitHub so well,1
@mohadesem1951,"It is a great video, thanks. I wish the undoing section was explained more, I did not get it all clearly.",1
@BernhardSailer,"Thank you so much. Very helpful, ist just followed the steps along and got a much better understanding now ",1
@jeffreyshaffer3076,"Very, very helpful. Thank you!",1
@axsh970,LOVED IT THANK YOU SO MUCH CLEARED ALL MY DOUBTS,1
@utkarshbharadwaj697,The video's very informative and has covered all the topics of git and github.,1
@utkarshbharadwaj697,The video's very informative and has covered all the topics of git and github.,1
@avyaanverma2779,"great video, it cleared my branching concept!",1
@delejohnson2852,Great video. Loved everything about it and especially the presentation.,1
@madmetalking11035,It was an awesome tutorial. Clear and exactly what I needed. Thanks a lot.,1
@vatsalshah7557,"Too good!
Much thanks for this course!",1
@pannaert,"Great tutorial - learned so much, being a newbie here...",1
@anapslima,"Thank you, Gwen. It was very useful!",1
@mehdimalekshahi1624,"I was amazing , it was my first experience with git",1
@pitsil,Excellent delivery Gwen,1
@ParthibanMathan,"32:36 
hello mam , here while using github for repository creation there also we used git add ,git commit and git push right but why did you mentioned it in local git work flow alone",1
@b3-76sarang2,"Easy to learn and understand, thanks for the vid, very helpful",1
@lysander2006,Your explanation is sooo helpful thank you so much I love this channel ,1
@CésarManuelCuervoOrizondo,straight and simple... nice tutorial,1
@ITinProduction,Wow you even made things easier for us,1
@muminkiatack,Really great tutorial ! Exactly what I needed. Thank you!,1
@miresajote3832,i got it amazing and deep understanding video anybody every thought on you tube . thank you very much for such helpful knowledge,1
@gideonofoegbu4331,"Calm and detailed explanations; thank you Faraday! By the way, was your Dad named Michael?",1
@awsrestartlikeam5,"nice tutorial, and clear confident explanations.",1
@ronkline8726,"Thank you for the tutorial.  I hit a brick wall at 12:55 when Visual Studio was introduced.  If git has never been used on the Personal Confuser, does one need to create a git folder or directory on said Personal Confuser?",1
@ishadyaabesinghe1216,Voice is so cool !,1
@atinukeadeshola-manuels9364,Wonderful video. Straight to the point,1
@Gandobilis,Thank you very much for such a great and consize tutorial!,1
@uzmaijaz4295,This is the best Git tutorial!!,1
@godhatesewe,This was awesome. Thank you for sharing your knowledge.,1
@akshatraj5952,Thank you codecamp and madam for this wonderful video about git.,1
@blackdiamond7790,Thank you so much. I really injoyed it,1
@MUHAMMADUMER-on2nr,Excellent and detailed tutorial. Thanks a lot.,1
@hcsrihari,"those who are unable to create and connect the SSH keys , refer to the documentation link given in the description as the process has been updated.  :)",1
@dharmatejagrandhi3445,It was really useful for the beginners to learn.,1
@irenzo5807,I really appreciate your work. Thanks for clear explanation. This helped me a lot :),1
@bunbury4620,Thank you for this wonderful tutorial!,1
@ceciliocbaroperez8815,"Excellent explanation, many thanks sharing this great work! :)",1
@Alex-eq7uh,"How do you make the branch name appear in the terminal in VS code? it looks practical to always know where you are
The video is straight to the point, your voice is nice and clear and it was a pleasure to watch",1
@diasthoughts,"Very clear explanation, thank you!!!",1
@raman2954,"Thank you, for this nice, informative video.
When we create a repo on Github, were will it create? 
Somewhere online?
Not locally.
So, probably it has its own disk space to create repos.
Where is that space?
Who configures where this space is?
Could we configure it to use my local disk space?",1
@hassanaskari172,Thank You so much Faraday,1
@gabisz.7005,Aamzing crash course!!! thanks a lot :),1
@MrTonyDtiger,Excellent as always. Thank you !,1
@hodabaloyaou4859,a best tuto i have never seen thanks,1
@abhaykela,I liked this tutorial. It is very helpful. Thanks.,1
@currenttrendtv8920,"Best course 
 instructor",1
@korkoujustus3789,Very insightful!.A masterpiece. I learnt a lot. Thank you.,1
@DavidBacarella,Simply outstanding.  Thank you.,1
@luisluiscunha,"Hello. You are a wonderful teacher. I enjoy your videos and pedagogical style very much. Can I make a suggestion: please increase the volume of your voice recording. It contrasts with your fellow freeCodeCamp tutors, and the ones on YouTube, in general. Again: thank you so much for your precious educational contents, and for being great at explaining!",1
@gancheehang4579,"Thanks for the video, it really helps for a beginner!",1
@shane9005,"Great video, thank you Harsh!
I have a question regarding the autocompletion capability in the terminal with git. When switching branches, it would be useful to have.",1
@ddilkj,"Very useful content.
Thanks for the commitment.",1
@GamerForeverChannel,there should me updated version of this course because some has been changed already.,1
@youssefbl3653,Amazing Video Gwen . God Bless you !,1
@adebayorajide9171,All I have to say is thank you Gwen,1
@annwang2990,great video and full of useful techniques. Thank you!!,1
@tamasnagy1963,This course is great but need to be updated!,1
@hv6411,Beautiful explanation! TY,1
@ioanabiris6072,Thank you so much for this video!! It was really helpful!!,1
@kevin-k3s2m,Thanks Gwen!!! This is super clear !!!!,1
@aurel_loss,Simply amazing. Thanks a lot ,1
@boilami,You have a beautiful and calming voice,1
@aneclip7117,completed all thing today ,1
@VihaaShetty,"Thank you so much for the wonderful content, great tutorial...!",1
@НикитаСеребряков-е1в,Thank you so much for this video! I am really admired by your explanation!,1
@csherms289,"Thank you so much for this video, I learned a whole lot!",1
@sheilab26,Thank you.  I learned alot from this video!!!,1
@GinikachiEkene1610,"Amazing bro, thank you so much. Please I would like the next video.",1
@timaya6,Wow you are amazing. Thank you so much for sharing. I have to subsctibe. You explained everything wonderful and thank you for not assuming we know know what change directory means. Cant wait to watch more of your Videos ,1
@kathisterimata,great video. very informative. nice flow also,1
@trevormcdaniel2633,Thank you for the tutorial. It was really beneficial. A shout-out to you Faraday Academy and the G.O.A.T Free Code Camp,1
@puneeth95,Thank You so much for the video. Really appreciate the work and it was really helpful.,1
@josephchibuikenwokeafor1563,"Thanks a lot, ma'am.
It doesn't get clearer than this.
Please do you have similar videos on Python for Data Science?",1
@claudedaiga5897,Thank you for this excellent tutorial.,1
@hawkeyetokyo3692,"Best explanation for GitHub so far. Thank you so much for this tutorial. Also, may I ask you how did you change the color of your code in the terminal? Thank you again!",1
@techstart276,Excellent presentation. Thank you,1
@skyxvx551,Thank you so much very good video about git and GitHub!!!,1
@jim7smith,"Thanks, Gwen....  I have watched a LOT of videos on git and I must point out that your video is the most useful one I have seen.  You explain EVERYTHING clearly and concisely.  If I now take the time to take some notes and make an outline of the steps, for reference until they become second nature, I will be on my way to successfully using git on a frequent basis for various tasks.  My  goal is to be able to setup a git repository with all of the bash aliases and scripts that I want in a repo so that when I setup new devices I can clone all that without futzing around with usb sticks and such.  Can you point me to such a goal?  Thanks.",1
@programmers_pub8723,"As always, love the educational video",1
@AshutoshKumar-bn5et,"Damn, you are an amazing teacher.",1
@rusureaboutthat781,Great video just what I needed !,1
@salinas718,You are simply AWESOME!!!,1
@yaseminapacik2219,"Amazing Tutorial, Thank you so much!",1
@jenishghimire7,"This is very good for complete beginner.

Try it guys.",1
@SRG-n3d,The best one to start Git !!,1
@LeonKoundouras,Hello and thanks for the information. At 39:27 what is the vscode theme used?,1
@GullAhmed-mn1we,"Thank you so much for the video, explained everything excellently.",1
@obinazovibezzz2548,i love you for helping me with this! thanks a lot,1
@code_guitar,so many thanks. it help to me so much. clean and useful,1
@sahilbanssal777,Great video for beginners like me.,1
@tolaadisa9906,Great video. Very well explained too,1
@study-me1oe,"At 58:50, what if that was my first commit which I had made a mistake, and want to revert the commit by HEAD~1.  As this is the firs commit, then what will the HEAD~1 point to?

Answer is appreciated.",1
@HaoTran-Caibe,Great tutorial - thank you for sharing!,1
@riiittesshh,Thank you so much for this amazing video,1
@yrli7501,Thank you very much!!! It's very helpful and informative.,1
@amolpadamwar1788,Best video found so far ,1
@skr4friends,Thank you so much for explaining it so well .,1
@mehdi_gh8797,"thank you for this amazing video, it saved me so much time",1
@jprinny13,Excellent video! what color schemas/skins/palettes in VSCode and Terminal do you use in this video?,1
@robinstahlwarelius1845,Thx Gwen! Amazing video :),1
@venerenailart,"Hi, thanks for this incredible crash course!!! May I know how to setup the integrated vsc terminal to show the current branch as shown in the video? Thanks!",1
@jgalaz84,Fantastic video; you're a great teacher! ^_^,1
@sinanaeimi8343,Great and clear videos on Git,1
@jeremysapienza7277,thanks for this clarified explanation!,1
@dc_valluru,Great tutorial for beginners,1
@TheEsteban1979,You are awesome !! I finally got it!,1
@Inf.void_x,"beautiful tutorial! thank you very much, you are awesome!",1
@kevindarmawan7146,"love it

really easy and beginner friendly",1
@funandgames7275,"Very useful video, thank you for sharing it with us ",1
@pratyadutimishra3332,It was very wonderfull video for a beginner.,1
@harshsinha9709,Beautifully explained,1
@olowott,"thank you, really useful and comprehensive.",1
@mdfaizanalam_,Amazing tutorial on git...Just loved it,1
@manrajmann4732,good and calm explanation !,1
@Qamar-sz4nf,"Maybe this is just my own weakness, but I found this video lacked clear definitions for some of the concepts discussed, which meant I had to keep pausing to look them up. Otherwise, it was a great lecture and helped me a lot.",1
@simonemodolo7349,"Very nice tutorial, thank you!",1
@neelnickkey4865,"Clear & Crips , going to join faraday academy !!!c",1
@luciarigoni8289,This video is perfect! Thank you!,1
@CamonaTempest,Excellent video  Thank you ,1
@abdulkadirbiffo8937,Thanks for the video. So helpful!,1
@saadchougle2902,"Thanks for this tutorial. After deleting a branch locally, how do you make that reflect on your github repo? How do you commit a deletion?",1
@abduqnauy5434,Thank you very much for your useful tutorials,1
@neswongservicedelivery553,you rock. Thanks. You made it look easy,1
@thangbui6383,"Wow, really good tutorial, liked.",1
@sayantanbhaumik1915,is the step in 24:21 only for Mac? or do we need to do this for Windows too? adding keys to an SSH agent one,1
@raman2954,"When we switch to branches on the command line, how to make sure that we are working the files of that branch only in code editor (say VS Code)?.
Sorry, my questions are all basic.
I never worked on GIT and saw your video on internet informative and started learning..",1
@the_spade32,"Thank you very much, that was very informative and helpful!",1
@Anandraval16,I dint see pull request step after push initially.. wanted to know the diff between push and PR creation !!,1
@fahimhuq2768,Great explanation! Thank you!,1
@joshvince3701,"Firstly, thanks for the video, it's very helpful. I have a question about the hot fix branch. If you subsequently merge the feature branch, would that overwrite the hot fix changes?",1
@jaskaransingh0304,Thank you very comprehensive course,1
@marsitschool9495,Thank you a lot I got many benefit from ur tutorial))),1
@rushikeshgore5168,great work... thankyou teaching me git,1
@jamessajan4250,You have my gratitude forever,1
@Kid_Sniffer,5:06 nice to see the changes on you though!,1
@alexandranesterenko,"Very informative, thank you!",1
@ludwigvillalba1886,Well done. Thanks for sharing!,1
@JacksDeadInside,I'm braindead and understood this clearly 10/10,1
@anonymouz06,This really helped. Thanks for this interesting and detailed video.,1
@shaxzooda_cookings,Thanks for video course!,1
@gothfrog69,"Great explanation, thank you!",1
@KingDestrukto,"This was awesome, thank you!",1
@Bedrumekiyu,I like everything about this titorial,1
@TheudosGauh2946,"Almost no prior knowledge in this topic, and a little too difficult to follow through. But still get some important concepts as well as a general idea about github",1
@hadianoor3750,"Thanks, this course is so helpful. I have a question about Fork.
so, when you fork another repository to yours, download it to your machine, make changes and push it to master, you are not pushing your changes to the repository you forked with right? Its just your master that changed and the repository you forked, would still be unaware of all this. Right?",1
@hassanben_amar2495,"thank you, it was a good course, you are so kind !",1
@ramelsanchez5821,"great crash course, thank you",1
@raghuvanshsiddharth9048,"53:34 ------> git diff master. In the main branch(master) ""there"" is included in the index.html file so why is ""there in red"" and ""world in green"". Ain't it has to be the reverse? Please someone explain...",1
@guillaume6373,"fantastic, thanks for helping me learn :)",1
@edilsonebenmanjate2573,Thank you for this tutorial.,1
@okkystafford1201,Does anyone know how to change the VScode Terminal to the version in the video? i seem to really like that clear terminal and colour coded style? Any help would be much appreciated. Overall a great introduction to Git. i'm only 25min and i'm learning a lot. thank you ,1
@techboyankit1692,Very nice video for beginners...,1
@wkarjun5933,"that was very informative, thank you",1
@robbynickgallardo,Love that gwenpool behind u,1
@codepie1922,"Can someone explain how she managed to make the terminal look a certain way, it looks very colourful. So, for example at 15:34, its git:(master) with different colours. Does anyone know how to do this? Thank you.",1
@harunayshaba2235,"I found it very much interesting but I am a beginner need much guide, how can I get it from you waiting to hear from you as soon as possible. Thanks for your encouragement.",1
@sarahmcdowd,Thank you. This was so helpful,1
@wesdavis8011,"I have a question , are you generating your SSH key on gitbash or on the command line on your text editor? 
Thanks and I love the video!",1
@sebastianlozano7707,Awesome video! Thanks so much!,1
@giuseppebuonomo7241,Thank you! All very clear.,1
@sandeepthakur5962,"Gwen great video for beginner like me  
What is the difference between fork and clone?",1
@afaqjaved4378,"I think instead of ""ls -la"" typing ""dir"" in terminal provides more information and also tells you the size of files",1
@TheZiommati,"Great tutorial, thank you!",1
@MinhTran-sl7kc,Thank you for your hardwork!,1
@ঋতুপর্ণা,"Thank you very much, you are very helpful ️",1
@lilianamilano3707,Wonderful video. Thank you!,1
@ramprasadsomaraju3889,thanks gwen its very engaging as well,1
@matthewsiebenga3252,"thanks for the help, from puerto rico",1
@MonaAhmednafea,"Hello,
first and foremost I want to thank you for this tutorial 
it's my first time dealing with git and those things and you make It clear to me
I have a question 
when cloning, I found an error that I couldn't solve as it didn't clone using the SSH key so I used the HTTP to clone but later on you make a SSH key to push on the repo 
so, what is the difference between using ssh or HTTP like I've done?",1
@nowshinpial3267,"Thank you so much, excellent video.",1
@sihanzhang636,Very useful. Thanks a lot!,1
@gwaliwamashaka8724,Amazing tutorial. Thanks,1
@anantajamdhade5683,Very clear explanation,1
@duynguyenhoang5073,"Super useful video, thanks!",1
@NaftuliSinger,"That was amazing, thank you.",1
@nelsonberm3910,Thank you so much I leARNED SO Much!,1
@sp3ct3r71,thankz for this great tutorial series,1
@mfawzi75,"Thank you very much, it was amazing explenation",1
@KamranImranli,Excellent tutorial ,1
@Kar98kMP40,u should have given the ssh key tutorial a little earlier in the video chapter section as its imp to connect the local machine to the github account,1
@bigmikedev,I ended up having to go to stackoverflow to get assistance with the ssh-add part,1
@andy1z,It was best tutorial thank you so much!,1
@oscarhenry7412,"I really enjoyed the video, very informative",1
@studymasterguide,"Great tutorial. Quick question though, after deleting the branch (feature readme instructions) locally, we didn't commit or push to GitHub, so is the branch automatically deleted?? Thanks",1
@Skywalker7045,very nice thanks i now work in ibm,1
@dakperera4444,"feel kinda dumb to ask this one, but I actually got lost around 26:40, when she moved demo-repo2 out of the demo-repo file structure.  It's not obvious to me how she did that, and I can't just drag it out, I tried.  I'm using a mac.  Help would be appreciated, thanks.",1
@guillermopereyralucero,"Thank you, very good video! ",1
@LeighRobinsonBushcraft,21.19 I try to generate the key and get zsh: permission denied. Any help would be appreciated please. Figured it out. You've left Visual Studio Code and gone to your Mac terminal to generate the key. 25.22 It's like you've given up and gone 'read the docs. Here's the link'. I'm stuck here as well and can't get past it. Please do an update of this tutorial.,1
@andreslemuscaballero9885,great tutorial. Thank you!,1
@ro_hax,very awesome. thanks for the content!,1
@nelsonberm3910,Thank you so much for allthe knowledge,1
@veehope2702,I think for some people it would just be easier to pick this information up from the github website itself.,1
@MrRisn,OMG this tutorial was amazing!  and exactly what i needed! I watched many about the subject but this one is pure gold!! much love and thank you for your effort! subbed <3,1
@theamithsingh,best git tutorial ever!,1
@Tek_D-tt2bu,I learned a lot from this video,1
