Username,Comment
@alexmondragon2594,"Hey guys, if anyone see a "".DS_Store"" file when you commit (with mac) , be careful! Usually this doesn't show when you have a "".gitignore"" file set to ignore it in you app's folder. Probably Gwen turned off the automatic creation of this file globally in her terminal by running: defaults write com.apple.desktopservices DSDontWriteNetworkStores true

You can turn it back on by running: defaults write com.apple.desktopservices DSDontWriteNetworkStores false

Thank you so much Gwen, FCC and this amazing community!"
@davidesther5987,"TimeLine
1:10 What is git
1:30 What is version control
2:10 Terms to be learn in video
 Git commands
 sign up in github
 using git in local machine
 git install
 getting code editor
 inside vsCode
 cloning through vsCOde
 git commit command
 git add command
 commiting
 git push command
 SSH Keys
 git push
 Review  workflow so far
 Compare between github workflow and local git workflow
 git branching
 Have fun is not allowed
 Forking in git
 Ending"
@unlimitedRewind1,At 24:55 I place bookmark. Thank you for the course.
@btross3154,"This is the exact crash course I needed.
Life saverrrrrrr
Thank you very much "
@bearcountrypublishing5303,Thanks so much.  I have been struggling with git.   I've broken to many of my repos for sure.  I think this new knowledge will help me so much.  
@davidk7212,"I still can't believe Git actually changed the standard name ""master"" to ""main"". The sensitivity and the pandering truly knows no limits."
@randyraymor1963,"This is a very detailed video.  Unfortunately, being an older video, I found it difficult to follow.  For one thing, GitHub has changed a bit since this video was made.  But the real show stopper is that you are 90% devoted to Mac and I'm using Windows.  It's hard enough for some people to learn new things, let alone, trying to convert commands to different operation systems."
@arjunsemwal02,Thank you so much Ms. Faraday for sharing this great and helpful easy to understand tutorial 
@ph7305,"Thanks so much! At last I found a video for Git and GitHub that was clear, understandable! Great help."
@shreyasrivastava693,It was just great watching the video! Such clarity of teaching.
@22niloc,Thanks for this course. I found it really helpful and easy to follow along to. You get straight to the point with not a superfluous word within hearing...
@masoodahmad8897,It was an amazing and detailed video on Git and Github. I will highly encourage all the beginner to do watch this video if you want to learn git. Thank you so much Gwendolyn Faraday!
@maurobompadre7772,most clear git tutorial ever. kudos
@johnmahugu,Fantastic! Bigup from Kenya :) Thanks Gwen.
@haoyuyang3720,The best git n github tutorial online!
@JamesJianDev,"This was a very insightful course into the fundamentals of GitHub for a newbie like me, so thank you! The bit that helped me a great deal was the brief workflow review clip at 30:26 that concisely went over the difference between Git flow and Git Hub flow. Once I understood that, the way Git works became less mystic and more understandable!"
@MsEdnira,Thank you for this carefully made and clear tutorial. Git is still a mystery to me  but things start to get more clear
@julian1971,Thanks
@user-vy3ed4gu5l,"Very good tutorial with just the right amount of detail. I enjoyed it, thanks for making it!"
@hades306,Great introduction to GIT and GIThub! Thank you
@alisonoz7219,what a great tutorial!! I followed till the very end of it and I highly recommend it!
@kanhaglobal,Excellent Intro to Git and GitHub!  Thank You.
@ahmedshakkhor8329,"Your video was great. Learned a lot , thanks!
Although I have 3 points to address:
1. You didnt mention to switch to gitbash from powershell
2. SSH key part was not clarified for windows users
3. After fixing merge conflict, I didnt know what to expect on my repo."
@vihangaherath2772,"The best GitHub tutorial for me, short and accurate "
@akashgillella,"Oh my god!

Thanks a lot for this Mam!

Git has become more of a idiotic traumatic experience for me. I'm a 4th yr CSE UG, and still don't know my way around git comfortably!!!! I just wanna go and hide in a hole.

Really thanks for this!"
@vasileioskaragiannakis3792,Hi Gwen from Greece. Thank you so much for this educating course
@gabrielade775,"Great video,  very smooth obce you get past the ssh keys. Great work Gwen"
@aaliyafathima2999,This was a really informaive video. I got to learn git and github really easily. I was worrie it would be complex but this videos was just really easy to digest. Thank you <3
@AlfonsoMonserrat-s4z,Thank you for this. You applied the knowledge to the day to day of a developer. 
@olekingkinga9151,Good work and support GwenFaraday. Much love.
@squidux,I filled in some knowledge gaps with this video. I didn't have a good image in my mind for a software development workflow until this very beginner-friendly video.
@sjoseph6533,I appreciated the headings in the video to break it up :)
@Sunils_Creations,"the explanation was clean and simple, Awesome video for beginners."
@a9mission439,THANKYOU MISS FARADAY
@dasanv7016,Clear and precise! Wonderful presentation.
@saurabhdp,"Just FYI,
25:36 
Due to the recent replacing of 'master' with 'main' in GitHub, 'git push origin master' may not work. 
Use 'git push origin main' instead."
@BOMGlobalStrategy,"Thank you Gwen, I'm completely new to programming but I'm resolved to give it a go"
@p21072,Thank you so much for making this tutorial available for free got to learn a lot from it
@cliffordbenoit5500,"Gwen you are amazing, thank you very much for this great tutorial, you explained this masterfully. You got yourself a new subscriber"
@AdityaRaj-lj5wf,A very good to cover all the basics. Thanks a lot Gwen
@study-me1oe,Thank you so much ma'am for a video on Github. Your way of explanation is as good as you
@himanshujangidd,"Thanks a lot to you for bringing out this to us so simply and descriptively. I was facing a lot of problems in using the git and github ,after going through this video, now i have a complete idea of how to use all these features. It  was truly an amazing  explanation , Once again thanks a lot gwen "
@usheeg,The best video I've watched on Git
@atinjanki2651,"Great tutorial! You explained things in the simplest way possible. Enjoyed learning and understood everything you conveyed!
While following the video I noticed that doing 'git init' in the local repo creates a git repo with intial branch name - 'master'. This causes issue while pushing to the 'demo-repo2' as it has 'main' as the name of the branch."
@kiwibazza99,Thanks for creating and posting this video. Alot to take in but a great start into the world of Git...
@ob7633,Best explanation for basics in git and github
@3bmbm3,You are my hero ! Thanks for the crash course which helps a lot for newbies like me
@gillesherpoel1454,A kind thankyou! The Guide was extremely straight forward. I've learned a thing or two.
@hussainal-ahmdi1484,"Great video, thanks for instructor and the academic for this greatest crash course for git and github"
@thetraveller9823,Worth contents forever for all git learners  thanks for the informative content
@yvanngneunmeu8763,"Great introduction to Git and Github, well explained! Thanks Gwendolyn!"
@ahmedhassen8901,Windows users who are having an error when trying to add your sshkey ... You must create the .ssh folder and move your ssh files to the .ssh folder you created manually
@jan5310,A very good introduction into GIT. Thanks!
@alvindavid_,"Thank You so much, I was so lost now everything just looks  straightforward."
@haoliangwei1041,What an amazing explanation! First time to feel so clear about git
@davidsimek1197,"Thank you, I have interview in few days and this really helped me."
@tsheposerumula6283,Absolutely loved it. Thank you so much. I'll be definitely following you on your channel for more information.
@tusharbhatia1299,Thank you so so so much for uploading this video. You have no idea what a big help this is. It is very well explained. Kudos to you and the team. God bless.
@prashantdubey8248,That was crisp and clear....thank you so much for this video...really helped me a lot.
@Sasha-xg6xy,I think this will end up waaay above one hour tutorial for the beginners such as me :)
@daydreamical,"This was an excellent video, can't thank you enough for sharing your knowledge in such a clear, concise and easy-to-follow way. I got a way clearer understanding of stuff I already work with and learned a lot of new stuff. Soo good, thanks again!"
@varunr5,Well explained. Finally I have a video I can understand and refer back to.
@alfredoderodt6519,Thanks so much for this @FaradayAcademy. I put a lot of time in getting everything you explained and now I'm ready to contribute and manage my projects in a clean way!
@AkshayKumar-pk1jr,"thank you very much for this video madam. , I will follow all you channels. 

P.S. You have a beautiful voice"
@mikolots,Gwen is an awesome teacher.
@ChetaMk,20:58 Please what CLI are you using to type the SSH key command and generate it? Thank you
@karthikshivegowda1704,I found this very useful trying to make sense of git coming from few years of other versioning system usage.
@archertal0762,As a beginner really appreciate it.
@tunichtgut5285,Great tutorial! I'd like to point out that the setup processes of the ssh-agent is Mac specific. On Linux distributions with systemd you'd use systemd/User to start ssh-agent upon login. Some distribution e.g. Ubuntu come with this service enabled by default while on others e.g. Arch Linux you have to set it up manually.
@josephaj8310,"Its the best, I looked every others and those were not good. Thanks for the teaching."
@AminAlSharif,"This tutorial is excellent and will look quite understandable if you have a decent knowledge of CLI commands. If it seems hard to you, better find another one or start learning CLI commands first."
@saurabhpratham311,Great session specially for beginners. Explains all the fundamental concepts to get started with GIT.
@wasimahmad9927,"Feedback: it was amazing tutorial
I have lots of doubt but all doubt are clearly so thanks a lots"
@bjroche,"Excellent video and a great introduction covering all the essentials, thank you!"
@cliffmathew,"This is the best git tutorial by far. Excellent job - thank you! Now going over to Twitter to subscribe. (Also people, read the comments below - some of them add useful info)"
@junweizhang1034,"Maybe adding some theory in the end will be bettter for beginners, since understaning the theory behind those action will let them remember each step easier. Anyway, a good video. Thanks a lot for your work!"
@NicoHeinrich,This in depth explanation was extremely effective and worthwhile. Thank you so much for sharing this!
@rbid,"Very nice intro to git.
It is hard for an old dog to learn new tricks, but I did learned a lot here.

Something that I think it is missing, or maybe it is more advanced topic is ""rebase"". It will be nice to have a video on this as well.

Greetings from the Galilee."
@qliveder5164,this channel is pure gold
@ErmiasShiferaw-n2y,"Great tutorial . The way you presented it made the concepts much understandable.
Thank you for sharing."
@pyth0477,So far this is the best beginneer friendly git and github tutorial I watched so far in my short journey of learning some programming. Thank you @freecodecamp and @gwen faraday!
@PunithKumarPulicharla,Examples helped me understand very quickly!!! Great work
@AndreaNing-x5z,"Thank you Gwen, you are an excellent teacher, very clear instructions "
@Peppa233pog,Loved the professional explanations and the well identified steps. Definitely gained a lot out of this video and I look forward for more.
@koribr764,Wonderful. So clear and to the point. Thank you
@edi.carlosIHS,Thank you for your video. You speak english in a good ritm to understand. Thanks for speaking about pull request in a real world. What is the good practice in merging. I was looking for a speak like that for years. Thanks.
@williameisner-f5t,You are really good at explaining how and why. Thank you.
@MMead-ti7bl,Thank you! Your classes were very helpful to this new git user.
@takyiwa-mensahgeorgina2429,The presentation is awesome. You made the concepts so easy to understand
@MichaelShingo,"This was so helpful, I finally understand basic git and it will help me work on my first team project"
@MuhammadSodiqMirzayev-e2p,thanks for this comprehensive git and github tutorial
@Azeem_Idrisi,Thank you Gwen Mam for making this video. Your explanation was crystal clear and It helped me lot to learn git in a simple way.
@piwini,thank you do much! Gwen is an amazing teacher!
@DesiGameChaser27,Very good explanation. Cleared many of my doubts with regards to branching and forking
@liammasias7029,Thanks for the well informed tutorial! It will help me in my internship so I don’t FORK up 
@fahriz9163,"all the little important detail that might b useful
1:10 i feel reading caption without sound decrease the noise that is my mind
1:12 git as branded vcs object
1:38 trap our code changes"
@deja00,Thank you. I worked my way through your tutorial. It was great.
@matheuscosta-fq7it,"if you're having problem with push, try the follow command  
git push -u origin main
in some cases the right name is main and not master, you can change it at github settings"
@rebi6854,she explains very well. got me hyped
@SAMMYLEE47,A good crash course for fast learning..thank you
@hustler212,This really made git simple for me... Thank you very much.
@kelvin_thecarguy,Wow wow wow this helped me so much! I can't express how thankful I am .
@WWallen-ts4we,"Clear and concise explanation, loved it!"
@TedMutwiri,You were very precise during explanation and i could easily understand.Thanks
@kingking8407,That is a master class tutorial. Thanks for it.
@zouhairmouaffaq5174,The content of the tape is beautiful from the moment your face appears in the beginning until it appears at the end
@cantorbernoulli4407,"if you are following along in order to list files and directories with additional details, including hidden files the equivalent command in Windows Powershell,is :
Get-ChildItem -Force"
@zaavielgeraldkabir7430,Clear and precise tutorial. I really learnt a lot from it
@user-kn3yw8zl2f,This crash course was great! Thanks!!
@ruantos1,Thank you very much for the course. She teaches very well!
@mahdiesmaeili7331,"Thanks, this course is really great to get started with Git and Github :)"
@whoviancoder,Just finished the video! Everything was very well explained and the examples were clear. Thank you\
@mdshahjajan7151,"@ 17:02 you could use ls -Force
command in terminal for windows system if la command 
 doesn't works for you"
@shadyphobia5586,thanks for this effective tutorial! lots of love and respect Gwen! thank you for your incredible teaching style! you are the best!
@mandefrolegesse5748,Thank you so much. Your way of tutoring is very interesting and in understandable manner.
@christo4520,"THANKS SO MUCH FOR THIS.

This was extremely helpful and thorough. 
Cheers to using Git for managing the code chaos! :)"
@nitinc6534,"Excellent learn,  really appreciated for easily understandable video on Git and GitHub topic."
@satvikpandey700,"At 30:00 some people might face an error ""src refspec does not match any""
This is arising as git do not know the branch main so before this command add this -
git branch -M main"
@souravs6810,Just an amazing calm explanation. Thank you for the efforts
@collinskimutai1476,very informative git tutorial for beginners
@fatih-karahan,"You are really inspirational, thanks for this gwen."
@sergiocampana9553,"Great tutorial, had a lot of fun learning."
@python_knooobb,"At timeline 15:32, you have not shown us the command, but when we try it is giving with fatal error"
@flexibleminded245,"i didnt understand 24:17 - 25:26 , when i write this : vim ~/.ssh/config  its not giving me same result of yours. why? and what is PIN for authenticator , i made as you said but it says failure."
@microscaleoceanbiophsicsse8853,"Hi Gwen, very nice video and really useful. You're a great teacher!"
@redaabakhti768,best tutorial on github by far
@davidruedeman9990,Great video gwen!  For me git is unintuitve but this course helped a lot.
@oydinabdurasulova,Thank you so much this amazing course. The knowledge I gained from it is going to so valuable. Keep up the good work
@misterrhombus,Best tutorial of git I've seen
@fiyinfoluwaenis4786,"Thank you very much for making this video. 

I love this video because it is very simple and explains important concept. I also loved how you reinforced the knowledge you had already explained by using them such as git add and git status"
@CamaguNcoso,"I have been watching this video after installing Git on my Windows 10. There are few points I have to make

1. This video was created 3yrs ago, the GitHub was not yet advanced compared to how it is now. Yes I have Github account thanks to this video

2. Visual Studio Code is also advanced because there's an option that allows you to clone without going to the terminal. You simply copy the address of the repository you want to clone in Github and past it on the address box on VSCode.

Which makes the video to be outdated given the fact that VSC and Github have advanced since this video was shot. I struggled until I saw the differences between Github 2023 Sep 16 and the one used in the video(3yrs ago). Same applies for VSC, it is so advanced thanks to the developers of Microsoft

From there, I struggle to follow through bcos you're using a different operating system compared to Windows 10 That I'm using"
@sonyu6,Amazing tutorial!! Thank you Gwen!
@josiahjrock,"loved it, was straight forward and explanatory."
@AI-su3ds,This is an amazing explanation and presentation. Thank you so much!!!!
@hiimanengineer9668,"Thank you for this video, This really helped me understand Git and Github"
@ankitnaik757,Thank you so much for crisp clear explanation
@patrickmuchiri154,Great video tutorial. Clear and concise . I appreciate
@onurinan349,Great content! 80% of using git in real life
@ifeanyichimbo,"Thanks for the tutorial. Very concise and straight to the point.
ps: On windows OS, commands like 'git push origin master' dont work until I replace 'master' with 'main'"
@saulovieira1846,amazing tutorial with really transparent and useful intel. thanks a lot for that
@mohamedmasri2282,Thanks a lot it was great to watch this crash course 
@sigangsabaglari3606,Excellent. Loved this tutorial. Thank you so much.
@emad_arnesto9175,thank you so much for this useful and simple explaining about git and github
@gamingwiththekaneki,Thanks Gwen. It was very informative and very useful to refresh my knowledge abot Git and Github.
@sachinthatte9672,Great tutorial quickly helping us get started on Git. Thanks for your excellent work.
@peterchyu,謝謝！
@bobbyfranklin9844,"A very well put together and delivered primer on GIT! I have tinkered with GIT on occasion over the years as an admin but never looked at an end to end walk through.
This video is the perfect content to get you from zero to proficiently using best practices in an hour. IMO there isn't an ounce of fluff in here. It's Goldielocks just right, not too light and definitely not too long.
Gwen does a great job of delivering the content, making it very easy to follow along and understand the logical flow.
Kudos, both thumbs up."
@dancodrut,very clear and easy to follow. thanks!
@gouravkarmakar9606,a great crash course for Git and Github
@olagokeholo1354,Thanks so much! I can use version control on cli very well now
@Infuriated_draken,"Hey, great tutorial loved the way you explained in an easy to follow approach. Quick question at 55:37 you merged with master while staying on quick-test(sub-branch), it didn't bring any changes to the master branch. So what I meant to ask is if I to bring changes into my master branch I should do the opposite right!? But what is the difference between these two and in what type of scenarios do we have to use them?"
@ronh5613,"Nice video thank you for your hard work.
I have all my volumes turned up fully and I can bearly hear you it's probably something with YouTube.
However I plan to follow you from now on thank you again for your hard work great video"
@blackvampiremovie,"such a great tutorial to help beginners understand, thanks so much for your time!"
@WSW254,"This is enough to be a book , detailed _ excellent."
@nimabeig6773,"great video, simple and easy to follow!"
@rosieshiels7500,Really great video. Explained Git and GitHub so well
@mohadesem1951,"It is a great video, thanks. I wish the undoing section was explained more, I did not get it all clearly."
@BernhardSailer,"Thank you so much. Very helpful, ist just followed the steps along and got a much better understanding now "
@jeffreyshaffer3076,"Very, very helpful. Thank you!"
@axsh970,LOVED IT THANK YOU SO MUCH CLEARED ALL MY DOUBTS
@utkarshbharadwaj697,The video's very informative and has covered all the topics of git and github.
@utkarshbharadwaj697,The video's very informative and has covered all the topics of git and github.
@avyaanverma2779,"great video, it cleared my branching concept!"
@delejohnson2852,Great video. Loved everything about it and especially the presentation.
@madmetalking11035,It was an awesome tutorial. Clear and exactly what I needed. Thanks a lot.
@vatsalshah7557,"Too good!
Much thanks for this course!"
@pannaert,"Great tutorial - learned so much, being a newbie here..."
@anapslima,"Thank you, Gwen. It was very useful!"
@mehdimalekshahi1624,"I was amazing , it was my first experience with git"
@pitsil,Excellent delivery Gwen
@ParthibanMathan,"32:36 
hello mam , here while using github for repository creation there also we used git add ,git commit and git push right but why did you mentioned it in local git work flow alone"
@b3-76sarang2,"Easy to learn and understand, thanks for the vid, very helpful"
@lysander2006,Your explanation is sooo helpful thank you so much I love this channel 
@CésarManuelCuervoOrizondo,straight and simple... nice tutorial
@ITinProduction,Wow you even made things easier for us
@muminkiatack,Really great tutorial ! Exactly what I needed. Thank you!
@BlackHawkDown2,"15:00 I get an error "" You don't have any public SSH keys in your GitHub account. You can add a new public key, or try cloning this repository via HTTPS."" . This itself is a long process :-( I was hoping you would cover it in the video"
@miresajote3832,i got it amazing and deep understanding video anybody every thought on you tube . thank you very much for such helpful knowledge
@gideonofoegbu4331,"Calm and detailed explanations; thank you Faraday! By the way, was your Dad named Michael?"
@awsrestartlikeam5,"nice tutorial, and clear confident explanations."
@misatokatsuragi9111,Thank you so much this was so intimidating as a beginner
@ronkline8726,"Thank you for the tutorial.  I hit a brick wall at 12:55 when Visual Studio was introduced.  If git has never been used on the Personal Confuser, does one need to create a git folder or directory on said Personal Confuser?"
@John-r8b1x,"FOR WINDOWS USERS
1. For those struggling with permission denied(publickey) error try the following:
=>when generating key, just enter when it says enter file in which to save the key(do not enter anything)
=>proceed the same as it is 

2. FAILED TO PUSH SOME REFS TO
=> after committing do add => git branch -M main

And also master has been replaced by main in the latest version ."
@ishadyaabesinghe1216,Voice is so cool !
@atinukeadeshola-manuels9364,Wonderful video. Straight to the point
@Gandobilis,Thank you very much for such a great and consize tutorial!
@uzmaijaz4295,This is the best Git tutorial!!
@godhatesewe,This was awesome. Thank you for sharing your knowledge.
@akshatraj5952,Thank you codecamp and madam for this wonderful video about git.
@blackdiamond7790,Thank you so much. I really injoyed it
@MUHAMMADUMER-on2nr,Excellent and detailed tutorial. Thanks a lot.
@hcsrihari,"those who are unable to create and connect the SSH keys , refer to the documentation link given in the description as the process has been updated.  :)"
@dharmatejagrandhi3445,It was really useful for the beginners to learn.
@irenzo5807,I really appreciate your work. Thanks for clear explanation. This helped me a lot :)
@bunbury4620,Thank you for this wonderful tutorial!
@pratickbhowmick4796,"16:40 'ls -la' gives error in Windows.
20:42 In which app are you writing these cmds?"
@ceciliocbaroperez8815,"Excellent explanation, many thanks sharing this great work! :)"
@Alex-eq7uh,"How do you make the branch name appear in the terminal in VS code? it looks practical to always know where you are
The video is straight to the point, your voice is nice and clear and it was a pleasure to watch"
@diasthoughts,"Very clear explanation, thank you!!!"
@raman2954,"Thank you, for this nice, informative video.
When we create a repo on Github, were will it create? 
Somewhere online?
Not locally.
So, probably it has its own disk space to create repos.
Where is that space?
Who configures where this space is?
Could we configure it to use my local disk space?"
@hassanaskari172,Thank You so much Faraday
@anonymous-random,"51:39  I think this part is a bit misleading. Even when it's not the same line, the merge error should occur, right?"
@gabisz.7005,Aamzing crash course!!! thanks a lot :)
@MrTonyDtiger,Excellent as always. Thank you !
@hodabaloyaou4859,a best tuto i have never seen thanks
@abhaykela,I liked this tutorial. It is very helpful. Thanks.
@currenttrendtv8920,"Best course 
 instructor"
@korkoujustus3789,Very insightful!.A masterpiece. I learnt a lot. Thank you.
@DavidBacarella,Simply outstanding.  Thank you.
@luisluiscunha,"Hello. You are a wonderful teacher. I enjoy your videos and pedagogical style very much. Can I make a suggestion: please increase the volume of your voice recording. It contrasts with your fellow freeCodeCamp tutors, and the ones on YouTube, in general. Again: thank you so much for your precious educational contents, and for being great at explaining!"
@gancheehang4579,"Thanks for the video, it really helps for a beginner!"
@shane9005,"Great video, thank you Harsh!
I have a question regarding the autocompletion capability in the terminal with git. When switching branches, it would be useful to have."
@ddilkj,"Very useful content.
Thanks for the commitment."
@olboytom2079,"Also, if you get an error at the 30min mark when entering the push command it could be caused by adding a license etc to the folder. You must create the folder with no options for it to work. Can add license later."
@GamerForeverChannel,there should me updated version of this course because some has been changed already.
@youssefbl3653,Amazing Video Gwen . God Bless you !
@adebayorajide9171,All I have to say is thank you Gwen
@annwang2990,great video and full of useful techniques. Thank you!!
@tamasnagy1963,This course is great but need to be updated!
@hv6411,Beautiful explanation! TY
@ioanabiris6072,Thank you so much for this video!! It was really helpful!!
@kevin-k3s2m,Thanks Gwen!!! This is super clear !!!!
@aurel_loss,Simply amazing. Thanks a lot 
@boilami,You have a beautiful and calming voice
@aneclip7117,completed all thing today 
@VihaaShetty,"Thank you so much for the wonderful content, great tutorial...!"
@НикитаСеребряков-е1в,Thank you so much for this video! I am really admired by your explanation!
@csherms289,"Thank you so much for this video, I learned a whole lot!"
@sheilab26,Thank you.  I learned alot from this video!!!
@GinikachiEkene1610,"Amazing bro, thank you so much. Please I would like the next video."
@timaya6,Wow you are amazing. Thank you so much for sharing. I have to subsctibe. You explained everything wonderful and thank you for not assuming we know know what change directory means. Cant wait to watch more of your Videos 
@kathisterimata,great video. very informative. nice flow also
@trevormcdaniel2633,Thank you for the tutorial. It was really beneficial. A shout-out to you Faraday Academy and the G.O.A.T Free Code Camp
@puneeth95,Thank You so much for the video. Really appreciate the work and it was really helpful.
@josephchibuikenwokeafor1563,"Thanks a lot, ma'am.
It doesn't get clearer than this.
Please do you have similar videos on Python for Data Science?"
@claudedaiga5897,Thank you for this excellent tutorial.
@hawkeyetokyo3692,"Best explanation for GitHub so far. Thank you so much for this tutorial. Also, may I ask you how did you change the color of your code in the terminal? Thank you again!"
@techstart276,Excellent presentation. Thank you
@skyxvx551,Thank you so much very good video about git and GitHub!!!
@jim7smith,"Thanks, Gwen....  I have watched a LOT of videos on git and I must point out that your video is the most useful one I have seen.  You explain EVERYTHING clearly and concisely.  If I now take the time to take some notes and make an outline of the steps, for reference until they become second nature, I will be on my way to successfully using git on a frequent basis for various tasks.  My  goal is to be able to setup a git repository with all of the bash aliases and scripts that I want in a repo so that when I setup new devices I can clone all that without futzing around with usb sticks and such.  Can you point me to such a goal?  Thanks."
@programmers_pub8723,"As always, love the educational video"
@AshutoshKumar-bn5et,"Damn, you are an amazing teacher."
@rusureaboutthat781,Great video just what I needed !
@salinas718,You are simply AWESOME!!!
@yaseminapacik2219,"Amazing Tutorial, Thank you so much!"
@jenishghimire7,"This is very good for complete beginner.

Try it guys."
@SRG-n3d,The best one to start Git !!
@LeonKoundouras,Hello and thanks for the information. At 39:27 what is the vscode theme used?
@GullAhmed-mn1we,"Thank you so much for the video, explained everything excellently."
@obinazovibezzz2548,i love you for helping me with this! thanks a lot
@code_guitar,so many thanks. it help to me so much. clean and useful
@planetside11,"Good video if you're using a Mac. But if you're running Windows you'll hit some brick walls...

For those of us running windows, we don't have the ""cat"" command. Use ""type"" instead. 
We also don't have pbcopy. Use clip < [well-formed path to your file]
No idea what to do about starting the SSH agent. Been looking for the past 30 min. Still can't find a way to start it that works."
@sahilbanssal777,Great video for beginners like me.
@tolaadisa9906,Great video. Very well explained too
@study-me1oe,"At 58:50, what if that was my first commit which I had made a mistake, and want to revert the commit by HEAD~1.  As this is the firs commit, then what will the HEAD~1 point to?

Answer is appreciated."
@HaoTran-Caibe,Great tutorial - thank you for sharing!
@riiittesshh,Thank you so much for this amazing video
@yrli7501,Thank you very much!!! It's very helpful and informative.
@amolpadamwar1788,Best video found so far 
@skr4friends,Thank you so much for explaining it so well .
@mehdi_gh8797,"thank you for this amazing video, it saved me so much time"
@jprinny13,Excellent video! what color schemas/skins/palettes in VSCode and Terminal do you use in this video?
@robinstahlwarelius1845,Thx Gwen! Amazing video :)
@venerenailart,"Hi, thanks for this incredible crash course!!! May I know how to setup the integrated vsc terminal to show the current branch as shown in the video? Thanks!"
@jgalaz84,Fantastic video; you're a great teacher! ^_^
@sinanaeimi8343,Great and clear videos on Git
@jeremysapienza7277,thanks for this clarified explanation!
@dc_valluru,Great tutorial for beginners
@TheEsteban1979,You are awesome !! I finally got it!
@Inf.void_x,"beautiful tutorial! thank you very much, you are awesome!"
@kevindarmawan7146,"love it

really easy and beginner friendly"
@funandgames7275,"Very useful video, thank you for sharing it with us "
@pratyadutimishra3332,It was very wonderfull video for a beginner.
@harshsinha9709,Beautifully explained
@olowott,"thank you, really useful and comprehensive."
@mdfaizanalam_,Amazing tutorial on git...Just loved it
@manrajmann4732,good and calm explanation !
@Qamar-sz4nf,"Maybe this is just my own weakness, but I found this video lacked clear definitions for some of the concepts discussed, which meant I had to keep pausing to look them up. Otherwise, it was a great lecture and helped me a lot."
@simonemodolo7349,"Very nice tutorial, thank you!"
@neelnickkey4865,"Clear & Crips , going to join faraday academy !!!c"
@luciarigoni8289,This video is perfect! Thank you!
@CamonaTempest,Excellent video  Thank you 
@abdulkadirbiffo8937,Thanks for the video. So helpful!
@saadchougle2902,"Thanks for this tutorial. After deleting a branch locally, how do you make that reflect on your github repo? How do you commit a deletion?"
@abduqnauy5434,Thank you very much for your useful tutorials
@neswongservicedelivery553,you rock. Thanks. You made it look easy
@thangbui6383,"Wow, really good tutorial, liked."
@sayantanbhaumik1915,is the step in 24:21 only for Mac? or do we need to do this for Windows too? adding keys to an SSH agent one
@raman2954,"When we switch to branches on the command line, how to make sure that we are working the files of that branch only in code editor (say VS Code)?.
Sorry, my questions are all basic.
I never worked on GIT and saw your video on internet informative and started learning.."
@the_spade32,"Thank you very much, that was very informative and helpful!"
@Anandraval16,I dint see pull request step after push initially.. wanted to know the diff between push and PR creation !!
@fahimhuq2768,Great explanation! Thank you!
@joshvince3701,"Firstly, thanks for the video, it's very helpful. I have a question about the hot fix branch. If you subsequently merge the feature branch, would that overwrite the hot fix changes?"
@jaskaransingh0304,Thank you very comprehensive course
@marsitschool9495,Thank you a lot I got many benefit from ur tutorial)))
@rushikeshgore5168,great work... thankyou teaching me git
@jamessajan4250,You have my gratitude forever
@Kid_Sniffer,5:06 nice to see the changes on you though!
@alexandranesterenko,"Very informative, thank you!"
@ludwigvillalba1886,Well done. Thanks for sharing!
@JacksDeadInside,I'm braindead and understood this clearly 10/10
@anonymouz06,This really helped. Thanks for this interesting and detailed video.
@shaxzooda_cookings,Thanks for video course!
@gothfrog69,"Great explanation, thank you!"
@KingDestrukto,"This was awesome, thank you!"
@Bedrumekiyu,I like everything about this titorial
@TheudosGauh2946,"Almost no prior knowledge in this topic, and a little too difficult to follow through. But still get some important concepts as well as a general idea about github"
@hadianoor3750,"Thanks, this course is so helpful. I have a question about Fork.
so, when you fork another repository to yours, download it to your machine, make changes and push it to master, you are not pushing your changes to the repository you forked with right? Its just your master that changed and the repository you forked, would still be unaware of all this. Right?"
@hassanben_amar2495,"thank you, it was a good course, you are so kind !"
@ramelsanchez5821,"great crash course, thank you"
@raghuvanshsiddharth9048,"53:34 ------> git diff master. In the main branch(master) ""there"" is included in the index.html file so why is ""there in red"" and ""world in green"". Ain't it has to be the reverse? Please someone explain..."
@guillaume6373,"fantastic, thanks for helping me learn :)"
@edilsonebenmanjate2573,Thank you for this tutorial.
@okkystafford1201,Does anyone know how to change the VScode Terminal to the version in the video? i seem to really like that clear terminal and colour coded style? Any help would be much appreciated. Overall a great introduction to Git. i'm only 25min and i'm learning a lot. thank you 
@techboyankit1692,Very nice video for beginners...
@whale6125,"For someone who fails to push 'Demo 2' with an error message saying ""error: src refspec main does not match any"", you need to do ""git branch -M main"" before ""git remote add origin .....""."
@wkarjun5933,"that was very informative, thank you"
@robbynickgallardo,Love that gwenpool behind u
@primordialcat6986,for anyone having trouble on git push origin master use main instead of master
@codepie1922,"Can someone explain how she managed to make the terminal look a certain way, it looks very colourful. So, for example at 15:34, its git:(master) with different colours. Does anyone know how to do this? Thank you."
@harunayshaba2235,"I found it very much interesting but I am a beginner need much guide, how can I get it from you waiting to hear from you as soon as possible. Thanks for your encouragement."
@sarahmcdowd,Thank you. This was so helpful
